ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
ef_PPI_263509_1	ef	PPI_263509_1	Group of elementary functions PPI_263509_1	45.0	http://neksa.net/EF/ef/PPI_263509_1.html					
ef_PTM	ef	PTM	Group of elementary functions PTM	45.0	http://neksa.net/EF/ef/PTM.html					
ef_PPI_263509_3	ef	PPI_263509_3	Group of elementary functions PPI_263509_3	45.0	http://neksa.net/EF/ef/PPI_263509_3.html					
ef_PPI_263509_4	ef	PPI_263509_4	Group of elementary functions PPI_263509_4	45.0	http://neksa.net/EF/ef/PPI_263509_4.html					
ef_active_site_260427_2	ef	active_site_260427_2	Group of elementary functions active_site_260427_2	45.0	http://neksa.net/EF/ef/active_site_260427_2.html					
ef_active_site_265450_1	ef	active_site_265450_1	Group of elementary functions active_site_265450_1	45.0	http://neksa.net/EF/ef/active_site_265450_1.html					
ef_active_site_260342_1	ef	active_site_260342_1	Group of elementary functions active_site_260342_1	45.0	http://neksa.net/EF/ef/active_site_260342_1.html					
ef_active_site_260427_1	ef	active_site_260427_1	Group of elementary functions active_site_260427_1	45.0	http://neksa.net/EF/ef/active_site_260427_1.html					
ef_active_site_153432_1	ef	active_site_153432_1	Group of elementary functions active_site_153432_1	45.0	http://neksa.net/EF/ef/active_site_153432_1.html					
ef_PPI_260305_1	ef	PPI_260305_1	Group of elementary functions PPI_260305_1	45.0	http://neksa.net/EF/ef/PPI_260305_1.html					
ef_active_site_263925_4	ef	active_site_263925_4	Group of elementary functions active_site_263925_4	45.0	http://neksa.net/EF/ef/active_site_263925_4.html					
ef_PPI_267450_2	ef	PPI_267450_2	Group of elementary functions PPI_267450_2	45.0	http://neksa.net/EF/ef/PPI_267450_2.html					
ef_PPI_260458_4	ef	PPI_260458_4	Group of elementary functions PPI_260458_4	45.0	http://neksa.net/EF/ef/PPI_260458_4.html					
ef_Ras	ef	Ras	Group of elementary functions Ras	45.0	http://neksa.net/EF/ef/Ras.html					
ef_PPI_265771_4	ef	PPI_265771_4	Group of elementary functions PPI_265771_4	45.0	http://neksa.net/EF/ef/PPI_265771_4.html					
ef_active_site_266525_14	ef	active_site_266525_14	Group of elementary functions active_site_266525_14	45.0	http://neksa.net/EF/ef/active_site_266525_14.html					
ef_active_site_266525_15	ef	active_site_266525_15	Group of elementary functions active_site_266525_15	45.0	http://neksa.net/EF/ef/active_site_266525_15.html					
ef_allosteric_site_264354_4	ef	allosteric_site_264354_4	Group of elementary functions allosteric_site_264354_4	45.0	http://neksa.net/EF/ef/allosteric_site_264354_4.html					
ef_active_site_260458_2	ef	active_site_260458_2	Group of elementary functions active_site_260458_2	45.0	http://neksa.net/EF/ef/active_site_260458_2.html					
ef_active_site_261442_3	ef	active_site_261442_3	Group of elementary functions active_site_261442_3	45.0	http://neksa.net/EF/ef/active_site_261442_3.html					
ef_active_site_266525_19	ef	active_site_266525_19	Group of elementary functions active_site_266525_19	45.0	http://neksa.net/EF/ef/active_site_266525_19.html					
ef_active_site_261442_1	ef	active_site_261442_1	Group of elementary functions active_site_261442_1	45.0	http://neksa.net/EF/ef/active_site_261442_1.html					
ef_PPI_261594_4	ef	PPI_261594_4	Group of elementary functions PPI_261594_4	45.0	http://neksa.net/EF/ef/PPI_261594_4.html					
ef_PPI_263543_2	ef	PPI_263543_2	Group of elementary functions PPI_263543_2	45.0	http://neksa.net/EF/ef/PPI_263543_2.html					
ef_active_site_260478_4	ef	active_site_260478_4	Group of elementary functions active_site_260478_4	45.0	http://neksa.net/EF/ef/active_site_260478_4.html					
ef_base	ef	base	Group of elementary functions base	45.0	http://neksa.net/EF/ef/base.html					
ef_active_site_265450_2	ef	active_site_265450_2	Group of elementary functions active_site_265450_2	45.0	http://neksa.net/EF/ef/active_site_265450_2.html					
ef_active_site_260403_2	ef	active_site_260403_2	Group of elementary functions active_site_260403_2	45.0	http://neksa.net/EF/ef/active_site_260403_2.html					
ef_PPI_263945_4	ef	PPI_263945_4	Group of elementary functions PPI_263945_4	45.0	http://neksa.net/EF/ef/PPI_263945_4.html					
ef_active_site_266546_2	ef	active_site_266546_2	Group of elementary functions active_site_266546_2	45.0	http://neksa.net/EF/ef/active_site_266546_2.html					
ef_active_site_266492_2	ef	active_site_266492_2	Group of elementary functions active_site_266492_2	45.0	http://neksa.net/EF/ef/active_site_266492_2.html					
ef_A-loop	ef	A-loop	Group of elementary functions A-loop	45.0	http://neksa.net/EF/ef/A-loop.html					
ef_PPI_263945_3	ef	PPI_263945_3	Group of elementary functions PPI_263945_3	45.0	http://neksa.net/EF/ef/PPI_263945_3.html					
ef_active_site_260205_1	ef	active_site_260205_1	Group of elementary functions active_site_260205_1	45.0	http://neksa.net/EF/ef/active_site_260205_1.html					
ef_active_site_260403_1	ef	active_site_260403_1	Group of elementary functions active_site_260403_1	45.0	http://neksa.net/EF/ef/active_site_260403_1.html					
ef_allosteric_site_266525_2	ef	allosteric_site_266525_2	Group of elementary functions allosteric_site_266525_2	45.0	http://neksa.net/EF/ef/allosteric_site_266525_2.html					
ef_allosteric_site_266525_3	ef	allosteric_site_266525_3	Group of elementary functions allosteric_site_266525_3	45.0	http://neksa.net/EF/ef/allosteric_site_266525_3.html					
ef_allosteric_site_266525_4	ef	allosteric_site_266525_4	Group of elementary functions allosteric_site_266525_4	45.0	http://neksa.net/EF/ef/allosteric_site_266525_4.html					
ef_allosteric_site_266525_5	ef	allosteric_site_266525_5	Group of elementary functions allosteric_site_266525_5	45.0	http://neksa.net/EF/ef/allosteric_site_266525_5.html					
ef_allosteric_site_266525_6	ef	allosteric_site_266525_6	Group of elementary functions allosteric_site_266525_6	45.0	http://neksa.net/EF/ef/allosteric_site_266525_6.html					
ef_allosteric_site_266525_7	ef	allosteric_site_266525_7	Group of elementary functions allosteric_site_266525_7	45.0	http://neksa.net/EF/ef/allosteric_site_266525_7.html					
ef_allosteric_site_266525_8	ef	allosteric_site_266525_8	Group of elementary functions allosteric_site_266525_8	45.0	http://neksa.net/EF/ef/allosteric_site_266525_8.html					
ef_allosteric_site_266525_9	ef	allosteric_site_266525_9	Group of elementary functions allosteric_site_266525_9	45.0	http://neksa.net/EF/ef/allosteric_site_266525_9.html					
ef_active_site_260488_4	ef	active_site_260488_4	Group of elementary functions active_site_260488_4	45.0	http://neksa.net/EF/ef/active_site_260488_4.html					
ef_PPI_247803_2	ef	PPI_247803_2	Group of elementary functions PPI_247803_2	45.0	http://neksa.net/EF/ef/PPI_247803_2.html					
ef_amino_acid	ef	amino_acid	Group of elementary functions amino_acid	45.0	http://neksa.net/EF/ef/amino_acid.html					
ef_active_site_260415_1	ef	active_site_260415_1	Group of elementary functions active_site_260415_1	45.0	http://neksa.net/EF/ef/active_site_260415_1.html					
ef_PPI_238078_3	ef	PPI_238078_3	Group of elementary functions PPI_238078_3	45.0	http://neksa.net/EF/ef/PPI_238078_3.html					
ef_active_site_260488_1	ef	active_site_260488_1	Group of elementary functions active_site_260488_1	45.0	http://neksa.net/EF/ef/active_site_260488_1.html					
ef_PPI_266542_4	ef	PPI_266542_4	Group of elementary functions PPI_266542_4	45.0	http://neksa.net/EF/ef/PPI_266542_4.html					
ef_PPI_260308_1	ef	PPI_260308_1	Group of elementary functions PPI_260308_1	45.0	http://neksa.net/EF/ef/PPI_260308_1.html					
ef_PPI_260366_5	ef	PPI_260366_5	Group of elementary functions PPI_260366_5	45.0	http://neksa.net/EF/ef/PPI_260366_5.html					
ef_PPI_261334_2	ef	PPI_261334_2	Group of elementary functions PPI_261334_2	45.0	http://neksa.net/EF/ef/PPI_261334_2.html					
ef_PPI_266580_5	ef	PPI_266580_5	Group of elementary functions PPI_266580_5	45.0	http://neksa.net/EF/ef/PPI_266580_5.html					
ef_PPI_266580_2	ef	PPI_266580_2	Group of elementary functions PPI_266580_2	45.0	http://neksa.net/EF/ef/PPI_266580_2.html					
ef_PPI_266580_3	ef	PPI_266580_3	Group of elementary functions PPI_266580_3	45.0	http://neksa.net/EF/ef/PPI_266580_3.html					
ef_active_site_260403_4	ef	active_site_260403_4	Group of elementary functions active_site_260403_4	45.0	http://neksa.net/EF/ef/active_site_260403_4.html					
ef_Ni	ef	Ni	Group of elementary functions Ni	45.0	http://neksa.net/EF/ef/Ni.html					
ef_PPI_260331_4	ef	PPI_260331_4	Group of elementary functions PPI_260331_4	45.0	http://neksa.net/EF/ef/PPI_260331_4.html					
ef_active_site_263940_1	ef	active_site_263940_1	Group of elementary functions active_site_263940_1	45.0	http://neksa.net/EF/ef/active_site_263940_1.html					
ef_active_site_261038_1	ef	active_site_261038_1	Group of elementary functions active_site_261038_1	45.0	http://neksa.net/EF/ef/active_site_261038_1.html					
ef_PPI_266574_5	ef	PPI_266574_5	Group of elementary functions PPI_266574_5	45.0	http://neksa.net/EF/ef/PPI_266574_5.html					
ef_PPI_266574_4	ef	PPI_266574_4	Group of elementary functions PPI_266574_4	45.0	http://neksa.net/EF/ef/PPI_266574_4.html					
ef_active_site_260398_2	ef	active_site_260398_2	Group of elementary functions active_site_260398_2	45.0	http://neksa.net/EF/ef/active_site_260398_2.html					
ef_Na	ef	Na	Group of elementary functions Na	45.0	http://neksa.net/EF/ef/Na.html					
ef_PPI_265470_1	ef	PPI_265470_1	Group of elementary functions PPI_265470_1	45.0	http://neksa.net/EF/ef/PPI_265470_1.html					
ef_active_site_260398_1	ef	active_site_260398_1	Group of elementary functions active_site_260398_1	45.0	http://neksa.net/EF/ef/active_site_260398_1.html					
ef_active_site_260469_1	ef	active_site_260469_1	Group of elementary functions active_site_260469_1	45.0	http://neksa.net/EF/ef/active_site_260469_1.html					
ef_PPI_265771_3	ef	PPI_265771_3	Group of elementary functions PPI_265771_3	45.0	http://neksa.net/EF/ef/PPI_265771_3.html					
ef_active_site_260469_3	ef	active_site_260469_3	Group of elementary functions active_site_260469_3	45.0	http://neksa.net/EF/ef/active_site_260469_3.html					
ef_active_site_260469_2	ef	active_site_260469_2	Group of elementary functions active_site_260469_2	45.0	http://neksa.net/EF/ef/active_site_260469_2.html					
ef_active_site_261488_1	ef	active_site_261488_1	Group of elementary functions active_site_261488_1	45.0	http://neksa.net/EF/ef/active_site_261488_1.html					
ef_GENERIC_DNA_RNA	ef	GENERIC_DNA_RNA	Group of elementary functions GENERIC_DNA_RNA	45.0	http://neksa.net/EF/ef/GENERIC_DNA_RNA.html					
ef_ATP	ef	ATP	Group of elementary functions ATP	45.0	http://neksa.net/EF/ef/ATP.html					
ef_PPI_265413_3	ef	PPI_265413_3	Group of elementary functions PPI_265413_3	45.0	http://neksa.net/EF/ef/PPI_265413_3.html					
ef_active_site_260430_2	ef	active_site_260430_2	Group of elementary functions active_site_260430_2	45.0	http://neksa.net/EF/ef/active_site_260430_2.html					
ef_PPI_263929_2	ef	PPI_263929_2	Group of elementary functions PPI_263929_2	45.0	http://neksa.net/EF/ef/PPI_263929_2.html					
ef_PPI_260167_2	ef	PPI_260167_2	Group of elementary functions PPI_260167_2	45.0	http://neksa.net/EF/ef/PPI_260167_2.html					
ef_active_site_260306_1	ef	active_site_260306_1	Group of elementary functions active_site_260306_1	45.0	http://neksa.net/EF/ef/active_site_260306_1.html					
ef_PPI_260163_4	ef	PPI_260163_4	Group of elementary functions PPI_260163_4	45.0	http://neksa.net/EF/ef/PPI_260163_4.html					
ef_active_site_260370_1	ef	active_site_260370_1	Group of elementary functions active_site_260370_1	45.0	http://neksa.net/EF/ef/active_site_260370_1.html					
ef_active_site_265440_2	ef	active_site_265440_2	Group of elementary functions active_site_265440_2	45.0	http://neksa.net/EF/ef/active_site_265440_2.html					
ef_active_site_263542_1	ef	active_site_263542_1	Group of elementary functions active_site_263542_1	45.0	http://neksa.net/EF/ef/active_site_263542_1.html					
ef_PPI_266569_3	ef	PPI_266569_3	Group of elementary functions PPI_266569_3	45.0	http://neksa.net/EF/ef/PPI_266569_3.html					
ef_PPI_266569_2	ef	PPI_266569_2	Group of elementary functions PPI_266569_2	45.0	http://neksa.net/EF/ef/PPI_266569_2.html					
ef_active_site_260159_2	ef	active_site_260159_2	Group of elementary functions active_site_260159_2	45.0	http://neksa.net/EF/ef/active_site_260159_2.html					
ef_active_site_263927_1	ef	active_site_263927_1	Group of elementary functions active_site_263927_1	45.0	http://neksa.net/EF/ef/active_site_263927_1.html					
ef_PPI_265774_2	ef	PPI_265774_2	Group of elementary functions PPI_265774_2	45.0	http://neksa.net/EF/ef/PPI_265774_2.html					
ef_active_site_262530_1	ef	active_site_262530_1	Group of elementary functions active_site_262530_1	45.0	http://neksa.net/EF/ef/active_site_262530_1.html					
ef_GENERIC_CHEMICAL	ef	GENERIC_CHEMICAL	Group of elementary functions GENERIC_CHEMICAL	45.0	http://neksa.net/EF/ef/GENERIC_CHEMICAL.html					
ef_FeS	ef	FeS	Group of elementary functions FeS	45.0	http://neksa.net/EF/ef/FeS.html					
ef_PPI_266538_2	ef	PPI_266538_2	Group of elementary functions PPI_266538_2	45.0	http://neksa.net/EF/ef/PPI_266538_2.html					
ef_allosteric_site_247803_9	ef	allosteric_site_247803_9	Group of elementary functions allosteric_site_247803_9	45.0	http://neksa.net/EF/ef/allosteric_site_247803_9.html					
ef_PPI_243239_1	ef	PPI_243239_1	Group of elementary functions PPI_243239_1	45.0	http://neksa.net/EF/ef/PPI_243239_1.html					
ef_PPI_264507_1	ef	PPI_264507_1	Group of elementary functions PPI_264507_1	45.0	http://neksa.net/EF/ef/PPI_264507_1.html					
ef_active_site_260349_1	ef	active_site_260349_1	Group of elementary functions active_site_260349_1	45.0	http://neksa.net/EF/ef/active_site_260349_1.html					
ef_PPI_266538_1	ef	PPI_266538_1	Group of elementary functions PPI_266538_1	45.0	http://neksa.net/EF/ef/PPI_266538_1.html					
ef_Fe	ef	Fe	Group of elementary functions Fe	45.0	http://neksa.net/EF/ef/Fe.html					
ef_PPI_260156_1	ef	PPI_260156_1	Group of elementary functions PPI_260156_1	45.0	http://neksa.net/EF/ef/PPI_260156_1.html					
ef_active_site_266538_5	ef	active_site_266538_5	Group of elementary functions active_site_266538_5	45.0	http://neksa.net/EF/ef/active_site_266538_5.html					
ef_DNA	ef	DNA	Group of elementary functions DNA	45.0	http://neksa.net/EF/ef/DNA.html					
ef_active_site_266538_1	ef	active_site_266538_1	Group of elementary functions active_site_266538_1	45.0	http://neksa.net/EF/ef/active_site_266538_1.html					
ef_ADP	ef	ADP	Group of elementary functions ADP	45.0	http://neksa.net/EF/ef/ADP.html					
ef_active_site_266538_3	ef	active_site_266538_3	Group of elementary functions active_site_266538_3	45.0	http://neksa.net/EF/ef/active_site_266538_3.html					
ef_active_site_260367_1	ef	active_site_260367_1	Group of elementary functions active_site_260367_1	45.0	http://neksa.net/EF/ef/active_site_260367_1.html					
ef_active_site_260367_3	ef	active_site_260367_3	Group of elementary functions active_site_260367_3	45.0	http://neksa.net/EF/ef/active_site_260367_3.html					
ef_active_site_260469_4	ef	active_site_260469_4	Group of elementary functions active_site_260469_4	45.0	http://neksa.net/EF/ef/active_site_260469_4.html					
ef_active_site_238078_1	ef	active_site_238078_1	Group of elementary functions active_site_238078_1	45.0	http://neksa.net/EF/ef/active_site_238078_1.html					
ef_GTP	ef	GTP	Group of elementary functions GTP	45.0	http://neksa.net/EF/ef/GTP.html					
ef_PPI_265436_4	ef	PPI_265436_4	Group of elementary functions PPI_265436_4	45.0	http://neksa.net/EF/ef/PPI_265436_4.html					
ef_active_site_260314_2	ef	active_site_260314_2	Group of elementary functions active_site_260314_2	45.0	http://neksa.net/EF/ef/active_site_260314_2.html					
ef_active_site_260314_3	ef	active_site_260314_3	Group of elementary functions active_site_260314_3	45.0	http://neksa.net/EF/ef/active_site_260314_3.html					
ef_PPI_260269_2	ef	PPI_260269_2	Group of elementary functions PPI_260269_2	45.0	http://neksa.net/EF/ef/PPI_260269_2.html					
ef_active_site_260314_1	ef	active_site_260314_1	Group of elementary functions active_site_260314_1	45.0	http://neksa.net/EF/ef/active_site_260314_1.html					
ef_active_site_264488_2	ef	active_site_264488_2	Group of elementary functions active_site_264488_2	45.0	http://neksa.net/EF/ef/active_site_264488_2.html					
ef_active_site_264488_3	ef	active_site_264488_3	Group of elementary functions active_site_264488_3	45.0	http://neksa.net/EF/ef/active_site_264488_3.html					
ef_PPI_263543_1	ef	PPI_263543_1	Group of elementary functions PPI_263543_1	45.0	http://neksa.net/EF/ef/PPI_263543_1.html					
ef_active_site_264488_4	ef	active_site_264488_4	Group of elementary functions active_site_264488_4	45.0	http://neksa.net/EF/ef/active_site_264488_4.html					
ef_active_site_264488_5	ef	active_site_264488_5	Group of elementary functions active_site_264488_5	45.0	http://neksa.net/EF/ef/active_site_264488_5.html					
ef_PPI_260323_3	ef	PPI_260323_3	Group of elementary functions PPI_260323_3	45.0	http://neksa.net/EF/ef/PPI_260323_3.html					
ef_PPI_260323_2	ef	PPI_260323_2	Group of elementary functions PPI_260323_2	45.0	http://neksa.net/EF/ef/PPI_260323_2.html					
ef_active_site_263972_2	ef	active_site_263972_2	Group of elementary functions active_site_263972_2	45.0	http://neksa.net/EF/ef/active_site_263972_2.html					
ef_active_site_260433_8	ef	active_site_260433_8	Group of elementary functions active_site_260433_8	45.0	http://neksa.net/EF/ef/active_site_260433_8.html					
ef_active_site_263718_2	ef	active_site_263718_2	Group of elementary functions active_site_263718_2	45.0	http://neksa.net/EF/ef/active_site_263718_2.html					
ef_active_site_263718_1	ef	active_site_263718_1	Group of elementary functions active_site_263718_1	45.0	http://neksa.net/EF/ef/active_site_263718_1.html					
